Date,Article Sentiment,Impact Score
2016-02-13,0.21,81.0
2016-02-12,0.19,80.0
2016-02-11,0.148,80.0
2016-02-10,0.289,80.0
2016-02-09,0.197,78.0
2016-02-08,0.151,74.0
2016-02-07,-0.136,72.0
2016-02-06,0.175,77.0
2016-02-05,0.235,76.0
2016-02-04,0.307,75.0
2016-02-03,0.306,71.0
2016-02-02,0.042,83.0
2016-02-01,-0.29,68.0
2016-01-31,0.192,68.0
2016-01-30,0.089,74.0
2016-01-29,0.083,67.0
2016-01-28,0.285,72.0
2016-01-27,-0.002,85.0
2016-01-26,-0.089,79.0
2016-01-25,0.167,71.0
2016-01-24,0.286,69.0
2016-01-23,0.393,73.0
2016-01-22,0.162,74.0
2016-01-21,0.335,73.0
2016-01-20,0.245,76.0
2016-01-19,0.376,79.0
2016-01-18,0.283,72.0
2016-01-17,0.165,71.0
2016-01-16,0.356,72.0
2016-01-15,0.186,76.0
2016-01-14,0.249,73.0
2016-01-13,0.012,79.0
2016-01-12,0.234,73.0
2016-01-11,0.336,71.0
2016-01-10,0.57,85.0
2016-01-09,0.037,81.0
2016-01-08,0.095,76.0
2016-01-07,0.203,78.0
2016-01-06,0.324,77.0
2016-01-05,0.222,77.0
2016-01-04,0.3,85.0
2016-01-03,0.25,81.0
2016-01-02,0.249,78.0
2016-01-01,0.334,82.0
2015-12-31,0.328,79.0
2015-12-30,0.139,87.0
2015-12-29,-0.011,78.0
2015-12-28,0.534,78.0
2015-12-27,0.041,83.0
2015-12-26,0.266,90.0
2015-12-25,0.0,81.0
2015-12-24,-0.067,81.0
2015-12-23,0.267,80.0
2015-12-22,0.141,73.0
2015-12-21,0.04,60.0
2015-12-20,0.021,77.0
2015-12-19,0.281,85.0
2015-12-18,0.259,77.0
2015-12-17,0.163,79.0
2015-12-16,0.046,73.0
2015-12-15,0.268,62.0
2015-12-14,0.113,48.0
2015-12-13,0.248,57.0
2015-12-12,-0.006,54.0
2015-12-11,0.198,49.0
2015-12-10,0.201,53.0
2015-12-09,0.188,54.0
2015-12-07,0.174,69.0
2015-12-06,0.32,82.0
2015-12-05,0.224,76.0
2015-12-04,0.19,73.0
2015-12-03,0.269,74.0
2015-12-02,0.26,70.0
2015-12-01,0.342,79.0
2015-11-30,0.235,79.0
2015-11-29,0.318,76.0
2015-11-28,0.384,77.0
2015-11-27,0.266,67.0
2015-11-26,0.261,74.0
2015-11-25,0.191,73.0
2015-11-24,0.295,75.0
2015-11-23,-0.064,68.0
2015-11-22,0.157,85.0
2015-11-21,0.055,77.0
2015-11-20,0.12,80.0
2015-11-19,0.307,77.0
2015-11-18,0.132,82.0
2015-11-17,0.329,72.0
2015-11-16,0.086,72.0
2015-11-15,-0.024,78.0
2015-11-14,0.237,78.0
2015-11-13,0.193,76.0
2015-11-12,0.167,80.0
2015-11-11,-0.047,76.0
2015-11-10,0.035,70.0
2015-11-08,0.229,82.0
2015-11-07,0.074,86.0
2015-11-06,0.121,79.0
2015-11-05,-0.03,81.0
2015-11-04,0.078,83.0
2015-11-02,0.153,72.0
2015-11-01,0.041,45.0
2015-10-31,0.157,74.0
2015-10-30,0.256,71.0
2015-10-29,0.249,74.0
2015-10-28,0.268,76.0
2015-10-27,0.166,72.0
2015-10-26,0.191,74.0
2015-10-25,0.246,75.0
2015-10-24,0.263,76.0
2015-10-23,0.231,72.0
2015-10-22,0.154,73.0
2015-10-21,0.269,77.0
2015-10-20,0.0,90.0
2015-10-19,0.393,71.0
2015-10-17,0.233,71.0
2015-10-16,0.257,71.0
2015-10-15,0.171,75.0
2015-10-14,0.239,74.0
2015-10-13,0.21,66.0
2015-10-12,0.0,88.0
2015-10-11,-0.29,50.0
2015-10-10,0.243,74.0
2015-10-09,0.183,77.0
2015-10-08,0.178,79.0
2015-10-07,0.269,76.0
2015-10-06,0.246,73.0
2015-10-05,0.202,74.0
2015-10-04,0.147,71.0
2015-10-03,0.301,71.0
2015-10-02,0.053,75.0
2015-10-01,-0.026,79.0
2015-09-30,0.301,73.0
2015-09-29,0.287,73.0
2015-09-28,0.138,82.0
2015-09-27,0.303,74.0
2015-09-26,0.146,72.0
2015-09-25,0.008,80.0
2015-09-24,-0.112,81.0
2015-09-23,-0.197,78.0
2015-09-22,0.392,71.0
2015-09-21,0.346,71.0
2015-09-20,0.316,73.0
2015-09-19,0.226,73.0
2015-09-18,0.5,79.0
2015-09-17,0.185,73.0
2015-09-16,0.281,71.0
2015-09-15,0.239,72.0
2015-09-14,0.035,86.0
2015-09-13,0.262,75.0
2015-09-12,0.073,71.0
2015-09-11,0.065,71.0
2015-09-10,0.283,73.0
2015-09-09,0.399,71.0
2015-09-08,0.262,77.0
2015-09-07,0.306,71.0
2015-09-06,0.38,72.0
2015-09-05,0.186,79.0
2015-09-04,0.228,75.0
2015-09-03,0.034,81.0
2015-09-02,0.239,71.0
2015-09-01,0.483,71.0
2015-08-31,0.1,78.0
2015-08-30,0.153,77.0
2015-08-29,0.193,79.0
2015-08-28,0.044,74.0
2015-08-27,0.26,71.0
2015-08-26,0.233,72.889
2015-08-25,0.088,74.538
2015-08-24,0.171,84.75
2015-08-23,0.162,78.4
2015-08-22,-0.102,67.875
2015-08-21,0.142,75.846
