Date,Article Sentiment,Impact Score
2015-04-16,-0.191,71.821
2015-04-15,-0.075,72.231
2015-04-14,-0.137,71.951
2015-04-13,-0.163,72.242
2015-04-12,-0.336,73.378
2015-04-11,-0.165,72.303
2015-04-10,-0.067,70.921
2015-04-09,-0.105,71.15
2015-04-08,-0.179,71.841
2015-04-07,-0.274,72.299
2015-04-06,-0.18,72.083
2015-04-05,-0.112,70.817
2015-04-04,-0.136,71.125
2015-04-03,-0.035,71.345
2015-04-02,-0.134,71.519
2015-04-01,-0.134,71.643
2015-03-31,-0.149,71.733
2015-03-30,-0.521,70.542
2015-03-29,-0.334,71.147
2015-03-28,-0.169,71.31
2015-03-27,-0.121,71.679
2015-03-26,-0.073,71.5
2015-03-25,-0.139,71.263
2015-03-24,-0.133,72.205
2015-03-23,-0.228,71.756
2015-03-22,-0.114,71.691
2015-03-21,-0.249,71.606
2015-03-20,-0.107,70.941
2015-03-19,-0.373,74.173
2015-03-18,-0.563,78.457
2015-03-17,0.091,72.351
2015-03-16,-0.02,71.256
2015-03-15,-0.087,72.106
2015-03-14,-0.354,72.316
2015-03-13,-0.506,70.832
2015-03-12,-0.211,71.504
2015-03-11,-0.448,70.381
2015-03-10,-0.491,70.995
2015-03-09,-0.571,72.083
2015-03-08,-0.218,71.171
2015-03-07,-0.153,71.554
2015-03-06,-0.341,73.644
2015-03-05,-0.242,71.416
2015-03-04,-0.207,72.217
2015-03-03,-0.272,72.442
2015-03-02,-0.495,70.183
2015-03-01,-0.238,71.222
2015-02-28,-0.521,70.647
2015-02-27,-0.539,70.792
2015-02-26,-0.111,71.423
2015-02-25,-0.019,71.524
2015-02-24,-0.216,71.107
2015-02-23,0.062,69.891
2015-02-22,-0.019,70.951
2015-02-21,-0.132,71.663
2015-02-20,-0.061,71.658
2015-02-19,-0.06,70.731
2015-02-18,0.03,70.682
2015-02-17,0.017,70.186
2015-02-16,-0.094,69.479
2015-02-15,-0.282,69.846
2015-02-14,-0.104,68.991
2015-02-13,-0.018,69.23
2015-02-12,-0.122,69.685
2015-02-11,-0.009,69.784
2015-02-10,-0.108,69.086
2015-02-09,-0.369,69.121
2015-02-08,0.019,69.319
2015-02-07,0.182,70.514
2015-02-06,-0.327,69.348
2015-02-05,-0.186,69.694
2015-02-04,-0.273,69.664
2015-02-03,-0.031,69.991
2015-02-02,-0.247,70.82
2015-02-01,-0.138,73.26
2015-01-31,0.173,73.068
2015-01-30,0.304,74.271
2015-01-29,-0.057,73.488
2015-01-28,-0.661,73.221
2015-01-27,0.041,71.382
2015-01-26,-0.176,71.636
2015-01-25,-0.456,71.203
2015-01-24,-0.412,71.337
2015-01-23,-0.557,70.671
2015-01-22,-0.658,69.724
2015-01-21,-0.539,70.348
2015-01-20,-0.07,71.052
2015-01-19,0.137,72.171
2015-01-18,-0.016,72.529
2015-01-17,0.16,72.209
2015-01-16,0.27,70.89
2015-01-15,-0.317,71.431
2015-01-14,-0.292,72.11
2015-01-13,-0.233,73.523
2015-01-12,0.033,71.145
2015-01-11,-0.324,71.119
2015-01-10,-0.164,72.264
2015-01-09,-0.252,71.528
2015-01-08,-0.201,71.452
2015-01-07,-0.027,72.848
2015-01-06,-0.348,71.15
2015-01-05,0.0,70.625
2015-01-04,-0.331,71.154
2015-01-03,-0.24,71.578
2015-01-02,-0.247,73.521
2015-01-01,-0.717,70.603
2014-12-31,-0.539,71.135
2014-12-30,-0.601,70.556
2014-12-29,-0.259,70.429
2014-12-28,0.078,71.209
2014-12-27,-0.499,70.984
2014-12-26,-0.757,71.26
2014-12-25,-0.578,70.627
2014-12-24,-0.72,71.688
2014-12-23,-0.367,71.24
2014-12-22,-0.512,72.878
2014-12-21,-0.297,71.7
2014-12-20,-0.529,74.145
2014-12-19,-0.153,72.278
2014-12-18,-0.06,72.179
2014-12-17,-0.206,72.05
2014-12-16,-0.1,72.264
2014-12-15,-0.1,71.705
2014-12-14,-0.242,71.605
2014-12-13,-0.073,71.551
2014-12-12,0.068,71.598
2014-12-11,0.149,71.225
2014-12-10,0.501,70.793
