Date,Article Sentiment,Impact Score
2015-06-22,0.944,65.556
2015-06-21,0.0,78.0
2015-06-20,0.143,75.429
2015-06-19,0.0,71.667
2015-06-18,0.4,71.4
2015-06-17,0.15,74.167
2015-06-16,0.588,69.647
2015-06-15,0.0,67.0
2015-06-14,0.4,68.0
2015-06-13,0.5,71.0
2015-06-12,0.067,73.867
2015-06-11,0.111,74.0
2015-06-10,0.2,74.733
2015-06-09,0.0,77.333
2015-06-08,0.0,69.222
2015-06-07,-0.286,75.429
2015-06-06,0.133,76.933
2015-06-05,0.667,76.5
2015-06-04,0.31,76.448
2015-06-03,-0.033,76.0
2015-06-02,-0.145,79.636
2015-06-01,0.115,75.344
2015-05-31,0.444,72.889
2015-05-30,0.308,76.731
2015-05-29,0.427,78.04
2015-05-28,0.5,78.0
2015-05-27,0.2,78.0
2015-05-26,0.563,76.125
2015-05-25,1.0,78.0
2015-05-24,0.333,71.167
2015-05-23,-0.071,73.643
2015-05-22,0.207,76.517
2015-05-21,0.0,72.321
2015-05-20,0.0,72.118
2015-05-19,-0.048,74.524
2015-05-18,-0.5,72.667
2015-05-17,0.167,77.333
2015-05-16,-0.067,79.833
2015-05-15,0.2,84.25
2015-05-14,0.5,73.0
2015-05-13,-0.08,77.0
2015-05-12,0.0,73.063
2015-05-11,0.231,77.0
2015-05-10,0.0,78.462
2015-05-09,0.078,75.537
2015-05-08,-0.09,76.851
2015-05-07,0.29,71.065
2015-05-06,0.25,71.063
2015-05-05,0.5,72.0
2015-05-04,0.0,65.0
2015-05-03,0.417,78.25
2015-05-02,0.333,73.25
2015-05-01,0.0,79.0
2015-04-30,-0.2,76.4
2015-04-29,0.0,79.0
2015-04-28,0.111,73.667
2015-04-27,-0.75,71.0
2015-04-26,0.063,75.125
2015-04-25,0.45,73.85
2015-04-24,0.375,77.188
2015-04-23,0.5,76.333
2015-04-22,0.667,73.222
2015-04-21,-0.333,79.167
2015-04-20,-0.667,80.167
2015-04-19,-1.0,85.0
2015-04-18,0.0,81.333
2015-04-17,0.111,74.222
2015-04-16,0.364,73.0
2015-04-15,0.833,76.0
2015-04-14,0.571,76.286
2015-04-13,0.056,74.833
2015-04-12,0.0,77.0
2015-04-11,0.4,73.6
2015-04-10,-0.333,70.0
2015-04-09,0.555,76.222
2015-04-08,0.09,77.667
2015-04-07,-0.062,78.069
2015-04-06,1.0,67.0
2015-04-05,-1.0,77.0
2015-04-04,0.333,77.333
2015-04-03,0.25,75.0
2015-04-02,0.091,68.545
2015-04-01,0.632,67.167
2015-03-31,0.05,76.947
2015-03-30,0.0,77.0
2015-03-29,0.8,77.8
2015-03-28,-0.056,78.0
2015-03-27,0.167,80.833
2015-03-26,0.556,75.222
2015-03-25,-0.256,71.385
2015-03-24,-0.222,75.611
2015-03-23,0.0,79.286
2015-03-22,0.067,79.6
2015-03-21,-0.045,74.045
2015-03-20,0.139,77.694
2015-03-19,0.209,78.568
2015-03-18,0.316,80.063
2015-03-17,0.5,75.375
2015-03-16,-0.037,75.444
2015-03-15,-0.028,75.833
2015-03-14,-0.05,76.6
2015-03-13,0.083,77.25
2015-03-12,-0.158,76.526
2015-03-11,-0.28,72.48
2015-03-10,0.0,73.625
2015-03-09,0.0,78.0
2015-03-08,0.222,73.667
2015-03-07,0.583,74.417
2015-03-06,0.026,77.843
2015-03-05,0.171,78.265
2015-03-04,0.186,77.605
2015-03-03,0.778,78.333
2015-03-02,-0.125,76.875
2015-02-28,0.179,77.0
2015-02-27,0.099,78.963
2015-02-26,-0.297,80.036
2015-02-25,-0.539,79.471
2015-02-24,-0.58,80.768
2015-02-23,-0.043,81.0
2015-02-22,0.36,81.44
2015-02-21,-0.593,81.037
2015-02-20,0.0,75.5
2015-02-19,0.75,79.55
2015-02-18,0.044,77.8
2015-02-17,0.212,78.045
2015-02-16,0.0,78.857
2015-02-15,0.125,78.625
2015-02-14,-0.142,80.067
2015-02-13,0.192,78.01
2015-02-12,0.396,78.566
2015-02-11,0.154,80.154
2015-02-10,0.625,79.5
2015-02-09,0.1,76.4
2015-02-08,0.429,80.071
2015-02-07,0.231,79.462
2015-02-06,0.111,78.667
2015-02-05,0.0,79.0
2015-02-04,0.111,76.889
2015-02-03,-0.75,83.125
2015-02-02,-0.1,75.9
2015-02-01,-0.125,69.125
2015-01-31,-0.318,68.0
2015-01-30,-0.357,76.214
2015-01-29,-0.286,77.286
2015-01-28,-0.625,77.563
2015-01-27,-0.571,75.154
2015-01-26,-0.333,79.0
2015-01-25,0.103,78.385
2015-01-24,0.524,78.048
2015-01-23,0.3,76.5
2015-01-22,0.333,79.0
2015-01-21,1.0,79.0
2015-01-20,1.0,79.0
2015-01-19,0.0,79.0
2015-01-18,-0.167,80.167
2015-01-17,0.0,78.417
2015-01-16,0.0,74.625
2015-01-15,1.0,81.667
2015-01-14,0.714,73.571
2015-01-13,0.743,75.238
2015-01-12,0.0,82.667
2015-01-11,0.333,72.1
2015-01-10,0.5,70.5
2015-01-09,0.25,76.583
2015-01-08,0.519,76.481
2015-01-07,0.201,78.671
2015-01-06,0.189,78.776
2015-01-05,1.0,65.0
2015-01-04,0.2,76.0
2015-01-03,-0.2,75.0
2015-01-02,-0.111,72.111
2015-01-01,-0.714,75.643
2014-12-31,-0.056,72.056
2014-12-30,-0.05,80.55
2014-12-29,-0.857,69.143
